小区名,价格/万,地区,0,房屋户型,1,所在楼层,2,建筑面积,3,户型结构,4,套内面积,5,建筑类型,6,房屋朝向,7,建筑结构,8,装修情况,9,梯户比例,10,配备电梯,,,,,,,,,,,,,
新涌花园,130,['香洲区'],,3室1厅1厨1卫,,低楼层(共11层),,78.35㎡,,平层,,暂无数据,,板楼,,南,,钢混结构,,精装,,一梯八户,,有,,,,,,,,,,,,,
观潮居,149,['香洲区'],,3室2厅1厨1卫,,中楼层(共6层),,91.16㎡,,平层,,83㎡,,板楼,,东南,,钢混结构,,简装,,暂无数据,,无,,,,,,,,,,,,,
恒凯雅苑,103,['金湾区'],,3室2厅1厨1卫,,中楼层(共10层),,88.86㎡,,平层,,69.75㎡,,板楼,,南北,,框架结构,,精装,,一梯两户,,有,,,,,,,,,,,,,
龙光玖龙湾,212,['香洲区'],,2室1厅1厨1卫,,低楼层(共25层),,69.59㎡,,平层,,暂无数据,,塔楼,,东北,,钢混结构,,精装,,三梯六户,,有,,,,,,,,,,,,,
春晓悦居,24,['斗门区'],,1室1厅1厨1卫,,中楼层(共18层),,28.69㎡,,平层,,22.3㎡,,板塔结合,,南,,钢混结构,,精装,,十六梯四户,,有,,,,,,,,,,,,,
龙光玖誉湾,198,['金湾区'],,3室2厅1厨2卫,,低楼层(共38层),,93㎡,,平层,,暂无数据,,板塔结合,,东,,钢混结构,,精装,,两梯五户,,有,,,,,,,,,,,,,
华发又一城4期,113,['斗门区'],,3室2厅1厨2卫,,高楼层(共34层),,97㎡,,平层,,暂无数据,,暂无数据,,东南,,钢混结构,,精装,,暂无数据,,暂无数据,,,,,,,,,,,,,
时代香海彼岸,84,['斗门区'],,2室2厅1厨1卫,,高楼层(共25层),,74.72㎡,,平层,,暂无数据,,板塔结合,,东南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
家和城二期,160,['斗门区'],,3室2厅1厨2卫,,中楼层(共32层),,96.93㎡,,平层,,71.81㎡,,板塔结合,,南,,钢混结构,,精装,,两梯三户,,有,,,,,,,,,,,,,
财富世家公园里,285,['香洲区'],,3室2厅1厨2卫,,低楼层(共30层),,100.08㎡,,平层,,暂无数据,,板塔结合,,东南,,钢混结构,,精装,,两梯六户,,有,,,,,,,,,,,,,
金地格林泊乐花园三期,85,['斗门区'],,3室2厅1厨2卫,,中楼层(共29层),,89.87㎡,,平层,,暂无数据,,板塔结合,,东南,,钢混结构,,毛坯,,两梯五户,,有,,,,,,,,,,,,,
时代山湖海6期,120,['金湾区'],,2室2厅1厨1卫,,中楼层(共31层),,80.22㎡,,平层,,暂无数据,,板塔结合,,东南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
广兴花园,52,['金湾区'],,2室2厅1厨1卫,,中楼层(共8层),,79.56㎡,,平层,,69.61㎡,,暂无数据,,东东北,,钢混结构,,简装,,暂无数据,,无,,,,,,,,,,,,,
中海十里观澜,300,['金湾区'],,4室2厅1厨2卫,,低楼层(共8层),,103㎡,,平层,,暂无数据,,暂无数据,,南,,钢混结构,,精装,,一梯两户,,有,,,,,,,,,,,,,
家和城二期,124,['斗门区'],,3室2厅1厨1卫,,中楼层(共32层),,88㎡,,平层,,暂无数据,,板塔结合,,东南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
诚丰银座,145,['香洲区'],,2室1厅1厨1卫,,低楼层(共28层),,74.41㎡,,平层,,52.19㎡,,塔楼,,南,,钢混结构,,精装,,四梯二十六户,,有,,,,,,,,,,,,,
工商局宿舍,140,['香洲区'],,3室2厅1厨1卫,,高楼层(共9层),,92.99㎡,,平层,,暂无数据,,板楼,,东南西南,,钢混结构,,其他,,一梯五户,,有,,,,,,,,,,,,,
蓝钻100,48,['香洲区'],,1室1厅1厨1卫,,中楼层(共7层),,37.58㎡,,平层,,暂无数据,,板楼,,南,,钢混结构,,精装,,一梯三十五户,,有,,,,,,,,,,,,,
中海左岸岚庭,210,['金湾区'],,3室2厅1厨2卫,,低楼层(共13层),,99.27㎡,,平层,,暂无数据,,塔楼,,南北,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
文苑小区,128,['金湾区'],,4室2厅1厨2卫,,高楼层(共6层),,144.33㎡,,复式,,128.06㎡,,板塔结合,,南,,钢混结构,,精装,,两梯两户,,有,,,,,,,,,,,,,
荣泰河庭,155,['香洲区'],,3室1厅1厨1卫,,中楼层(共11层),,73.82㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,简装,,一梯四户,,有,,,,,,,,,,,,,
将军巷30号,206,['香洲区'],,4室2厅1厨3卫,,中楼层(共8层),,163.72㎡,,平层,,暂无数据,,暂无数据,,南,,钢混结构,,其他,,暂无数据,,暂无数据,,,,,,,,,,,,,
君怡花园,315,['香洲区'],,3室2厅1厨2卫,,中楼层(共11层),,116.62㎡,,平层,,暂无数据,,塔楼,,南北,,钢混结构,,精装,,一梯三户,,有,,,,,,,,,,,,,
招商依云华府,110,['斗门区'],,3室2厅1厨2卫,,低楼层(共33层),,91.12㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,精装,,暂无数据,,暂无数据,,,,,,,,,,,,,
华发世纪城四期,228,['香洲区'],,3室2厅1厨1卫,,低楼层(共32层),,89㎡,,平层,,暂无数据,,板塔结合,,东南,,钢混结构,,精装,,两梯六户,,有,,,,,,,,,,,,,
奥园商业广场,182,['香洲区'],,2室2厅1厨1卫,,高楼层(共29层),,73.17㎡,,平层,,暂无数据,,塔楼,,东南,,钢混结构,,其他,,三梯五户,,有,,,,,,,,,,,,,
华发新城六期,236,['香洲区'],,3室2厅1厨1卫,,低楼层(共27层),,88.63㎡,,平层,,70.45㎡,,板塔结合,,南,,钢混结构,,简装,,两梯六户,,有,,,,,,,,,,,,,
保利时代,165,['金湾区'],,3室2厅1厨2卫,,低楼层(共34层),,97.5㎡,,平层,,75.35㎡,,板塔结合,,东南,,框架结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
五洲富山园,55,['斗门区'],,3室2厅1厨1卫,,中楼层(共18层),,75.09㎡,,平层,,暂无数据,,板塔结合,,东南,,钢混结构,,精装,,暂无数据,,暂无数据,,,,,,,,,,,,,
都市广场,86,['香洲区'],,1室1厅1厨1卫,,低楼层(共17层),,46.65㎡,,平层,,暂无数据,,塔楼,,西南,,钢混结构,,简装,,两梯二十七户,,有,,,,,,,,,,,,,
京华假日湾A区,59,['金湾区'],,2室2厅1厨1卫,,中楼层(共12层),,67.68㎡,,平层,,52.02㎡,,塔楼,,南,,钢混结构,,毛坯,,两梯十六户,,有,,,,,,,,,,,,,
美丽湾,198,['高新区'],,3室2厅1厨2卫,,低楼层(共12层),,100.13㎡,,错层,,95.93㎡,,塔楼,,南,,钢混结构,,精装,,一梯两户,,有,,,,,,,,,,,,,
城发花园,65,['金湾区'],,3室2厅1厨1卫,,中楼层(共7层),,87㎡,,平层,,暂无数据,,板楼,,南北,,钢混结构,,其他,,暂无数据,,无,,,,,,,,,,,,,
万威美地,70,['斗门区'],,2室2厅1厨1卫,,中楼层(共17层),,84.03㎡,,平层,,63.88㎡,,塔楼,,东南,,钢混结构,,精装,,两梯八户,,有,,,,,,,,,,,,,
海华阁,62,['金湾区'],,3室2厅1厨1卫,,中楼层(共8层),,90.89㎡,,平层,,暂无数据,,塔楼,,南,,钢混结构,,简装,,暂无数据,,无,,,,,,,,,,,,,
万科城市中心,269,['香洲区'],,4室2厅1厨2卫,,高楼层(共34层),,110.89㎡,,平层,,91.68㎡,,板塔结合,,南,,钢混结构,,精装,,两梯六户,,有,,,,,,,,,,,,,
隆泉新村,98,['香洲区'],,2室2厅1厨1卫,,中楼层(共7层),,68.75㎡,,平层,,暂无数据,,板楼,,南,,钢混结构,,精装,,暂无数据,,无,,,,,,,,,,,,,
招商花园城二期,264,['香洲区'],,3室2厅1厨2卫,,高楼层(共17层),,88.49㎡,,平层,,69.75㎡,,塔楼,,东南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
富华里,226,['香洲区'],,2室2厅1厨1卫,,低楼层(共29层),,87.22㎡,,平层,,69.6㎡,,板楼,,南,,钢混结构,,精装,,两梯五户,,有,,,,,,,,,,,,,
富豪花园(香洲区),99,['香洲区'],,2室2厅1厨1卫,,中楼层(共8层),,64.91㎡,,平层,,暂无数据,,板塔结合,,西南,,钢混结构,,简装,,暂无数据,,无,,,,,,,,,,,,,
海逸豪庭,132,['斗门区'],,4室2厅1厨2卫,,低楼层(共15层),,148㎡,,平层,,暂无数据,,板塔结合,,南,,框架结构,,其他,,一梯四户,,有,,,,,,,,,,,,,
天庆晋海岸,115,['金湾区'],,3室2厅1厨2卫,,高楼层(共31层),,106.71㎡,,平层,,暂无数据,,板楼,,南,,框架结构,,毛坯,,三梯六户,,有,,,,,,,,,,,,,
奥园香海美景,39.9,['斗门区'],,1室0厅1厨1卫,,低楼层(共17层),,32㎡,,平层,,暂无数据,,板塔结合,,东,,钢混结构,,精装,,三梯二十户,,有,,,,,,,,,,,,,
海华新村,63,['金湾区'],,2室2厅1厨1卫,,中楼层(共8层),,85㎡,,平层,,暂无数据,,塔楼,,南,,钢混结构,,其他,,暂无数据,,无,,,,,,,,,,,,,
银石雅园,165,['香洲区'],,3室2厅1厨1卫,,中楼层(共7层),,79.89㎡,,平层,,71.95㎡,,板塔结合,,东南南,,钢混结构,,精装,,一梯四户,,有,,,,,,,,,,,,,
百合花园,158,['香洲区'],,3室1厅1厨2卫,,中楼层(共7层),,85.13㎡,,平层,,暂无数据,,板楼,,西,,钢混结构,,简装,,暂无数据,,无,,,,,,,,,,,,,
锦绣荣城,62,['斗门区'],,2室2厅1厨1卫,,低楼层(共11层),,79.81㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
九洲花园,245,['香洲区'],,3室2厅1厨2卫,,低楼层(共7层),,95.96㎡,,平层,,暂无数据,,板楼,,东,,钢混结构,,精装,,一梯三户,,有,,,,,,,,,,,,,
新地花园,52,['斗门区'],,3室2厅1厨2卫,,中楼层(共6层),,99.97㎡,,平层,,暂无数据,,塔楼,,东南,,混合结构,,精装,,暂无数据,,暂无数据,,,,,,,,,,,,,
燕都,286,['香洲区'],,3室2厅1厨2卫,,高楼层(共30层),,103.09㎡,,平层,,98㎡,,板塔结合,,东南,,钢混结构,,精装,,两梯五户,,有,,,,,,,,,,,,,
美景新村,57,['斗门区'],,3室2厅1厨1卫,,低楼层(共7层),,95.58㎡,,平层,,87.61㎡,,暂无数据,,东南,,未知结构,,其他,,暂无数据,,无,,,,,,,,,,,,,
漾湖明居,158,['香洲区'],,2室2厅1厨1卫,,中楼层(共11层),,74.45㎡,,平层,,暂无数据,,板楼,,东南,,钢混结构,,简装,,一梯四户,,有,,,,,,,,,,,,,
长盈花园,105,['金湾区'],,3室2厅1厨2卫,,低楼层(共23层),,120.56㎡,,平层,,98.71㎡,,板塔结合,,北,,框架结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
前山新城,218,['香洲区'],,3室2厅1厨2卫,,中楼层(共31层),,106.35㎡,,平层,,84.93㎡,,板楼,,东南,,钢混结构,,其他,,两梯四户,,有,,,,,,,,,,,,,
锦绣荣城,108,['斗门区'],,3室2厅1厨1卫,,高楼层(共15层),,97㎡,,平层,,暂无数据,,暂无数据,,南,,钢混结构,,精装,,两梯六户,,有,,,,,,,,,,,,,
翠湖香山别苑,350,['高新区'],,4室2厅1厨2卫,,低楼层(共6层),,137.11㎡,,平层,,118.3㎡,,暂无数据,,南,,钢混结构,,毛坯,,暂无数据,,暂无数据,,,,,,,,,,,,,
天诚花园,130,['香洲区'],,2室2厅1厨1卫,,中楼层(共7层),,69.65㎡,,平层,,暂无数据,,板楼,,南,,钢混结构,,精装,,暂无数据,,无,,,,,,,,,,,,,
嘉珠时代广场,45,['金湾区'],,1室0厅1厨1卫,,中楼层(共16层),,37.42㎡,,平层,,28.63㎡,,板塔结合,,北,,钢混结构,,简装,,两梯十九户,,有,,,,,,,,,,,,,
金碧丽江东海岸,94,['斗门区'],,3室2厅1厨1卫,,高楼层(共17层),,81㎡,,平层,,暂无数据,,暂无数据,,南,,未知结构,,精装,,暂无数据,,暂无数据,,,,,,,,,,,,,
金钟花园,90,['香洲区'],,3室2厅1厨1卫,,高楼层(共8层),,78.74㎡,,平层,,暂无数据,,板塔结合,,南,,砖混结构,,简装,,暂无数据,,无,,,,,,,,,,,,,
南苑,60,['香洲区'],,1室1厅1厨1卫,,低楼层(共7层),,17.5㎡,,平层,,暂无数据,,板楼,,西南,,钢混结构,,其他,,暂无数据,,无,,,,,,,,,,,,,
飞龙街,38,['斗门区'],,3室2厅1厨1卫,,高楼层(共4层),,73.87㎡,,平层,,暂无数据,,暂无数据,,南,,混合结构,,简装,,暂无数据,,无,,,,,,,,,,,,,
龙洲湾花园,330,['香洲区'],,4室2厅1厨2卫,,高楼层(共18层),,146.37㎡,,平层,,118.81㎡,,塔楼,,南北,,钢混结构,,简装,,两梯两户,,有,,,,,,,,,,,,,
金地花园,315,['香洲区'],,3室1厅1厨2卫,,高楼层(共12层),,116.97㎡,,平层,,暂无数据,,板塔结合,,南北,,钢混结构,,其他,,一梯两户,,有,,,,,,,,,,,,,
时代香海彼岸,92,['斗门区'],,3室2厅1厨1卫,,低楼层(共28层),,88.26㎡,,平层,,暂无数据,,板塔结合,,南,,框架结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
富逸花园,13.5,['斗门区'],,1室1厅1厨1卫,,高楼层(共11层),,25.62㎡,,平层,,暂无数据,,暂无数据,,西,,钢混结构,,简装,,暂无数据,,暂无数据,,,,,,,,,,,,,
海湾花园,198,['香洲区'],,3室2厅1厨2卫,,低楼层(共16层),,132.24㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,简装,,两梯六户,,有,,,,,,,,,,,,,
中海左岸岚庭,202,['金湾区'],,3室2厅1厨2卫,,高楼层(共25层),,97.63㎡,,平层,,暂无数据,,板楼,,东南,,框架结构,,其他,,两梯四户,,有,,,,,,,,,,,,,
金碧丽江东海岸,135,['斗门区'],,4室2厅1厨2卫,,中楼层(共15层),,109.17㎡,,平层,,109.17㎡,,板楼,,南北,,钢混结构,,精装,,两梯三户,,有,,,,,,,,,,,,,
莲花山小区,115,['香洲区'],,3室2厅1厨2卫,,高楼层(共7层),,104.43㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,毛坯,,暂无数据,,无,,,,,,,,,,,,,
中珠山海间一期,120,['金湾区'],,3室2厅1厨2卫,,高楼层(共17层),,97㎡,,平层,,暂无数据,,板楼,,南,,框架结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
美平一街,31,['金湾区'],,1室1厅1厨2卫,,低楼层(共1层),,53.5㎡,,复式,,50㎡,,暂无数据,,南,,混合结构,,简装,,暂无数据,,暂无数据,,,,,,,,,,,,,
西海岸花园,70,['金湾区'],,3室2厅1厨2卫,,中楼层(共18层),,101.07㎡,,平层,,暂无数据,,暂无数据,,南,,钢混结构,,精装,,一梯五户,,有,,,,,,,,,,,,,
中珠上品,69,['金湾区'],,2室2厅1厨1卫,,中楼层(共17层),,66㎡,,平层,,暂无数据,,板楼,,南,,钢混结构,,简装,,两梯六户,,有,,,,,,,,,,,,,
中珠上郡二三期,78,['金湾区'],,2室2厅1厨1卫,,高楼层(共18层),,72.45㎡,,平层,,暂无数据,,板塔结合,,东南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
中邦御珑湾,79,['斗门区'],,4室2厅1厨2卫,,中楼层(共27层),,97㎡,,平层,,暂无数据,,塔楼,,南,,混合结构,,精装,,两梯五户,,有,,,,,,,,,,,,,
龙光玖誉湾,260,['金湾区'],,4室2厅1厨2卫,,高楼层(共12层),,117.97㎡,,平层,,暂无数据,,塔楼,,南,,钢混结构,,其他,,暂无数据,,暂无数据,,,,,,,,,,,,,
八一花园,105,['香洲区'],,2室1厅1厨1卫,,中楼层(共11层),,54.09㎡,,平层,,暂无数据,,板楼,,东南,,钢混结构,,简装,,一梯七户,,有,,,,,,,,,,,,,
美湖湾,135,['斗门区'],,3室1厅1厨2卫,,低楼层(共28层),,99.5㎡,,平层,,暂无数据,,塔楼,,东北,,钢混结构,,其他,,两梯六户,,有,,,,,,,,,,,,,
锦绣荣城,72,['斗门区'],,2室2厅1厨1卫,,高楼层(共15层),,81.64㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,其他,,两梯六户,,有,,,,,,,,,,,,,
福康花园,200,['香洲区'],,3室2厅1厨2卫,,中楼层(共11层),,122.16㎡,,平层,,暂无数据,,板楼,,南,,钢混结构,,精装,,一梯四户,,有,,,,,,,,,,,,,
御景龙湖,550,['香洲区'],,4室2厅1厨2卫,,中楼层(共18层),,144.49㎡,,平层,,暂无数据,,塔楼,,南北,,钢混结构,,精装,,两梯两户,,有,,,,,,,,,,,,,
龙城花园,55,['香洲区'],,1室1厅1厨1卫,,低楼层(共19层),,33.78㎡,,平层,,暂无数据,,塔楼,,南,,钢混结构,,其他,,两梯十六户,,有,,,,,,,,,,,,,
西湖怡景园二期,83,['金湾区'],,2室2厅1厨1卫,,中楼层(共17层),,71.87㎡,,平层,,暂无数据,,板楼,,南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
竹苑新村,105,['香洲区'],,2室2厅1厨1卫,,中楼层(共7层),,87.39㎡,,平层,,69.9㎡,,板楼,,东南北,,混合结构,,简装,,暂无数据,,无,,,,,,,,,,,,,
嘉园,116,['香洲区'],,2室2厅1厨1卫,,低楼层(共6层),,61.99㎡,,平层,,暂无数据,,板楼,,南,,钢混结构,,精装,,暂无数据,,无,,,,,,,,,,,,,
世荣碧水岸,149,['斗门区'],,4室2厅1厨2卫,,高楼层(共32层),,141㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,毛坯,,两梯四户,,有,,,,,,,,,,,,,
华兴豪庭,120,['斗门区'],,4室2厅1厨2卫,,高楼层(共18层),,117.47㎡,,平层,,92.99㎡,,板楼,,东南,,钢混结构,,其他,,两梯三户,,有,,,,,,,,,,,,,
心海州,165,['香洲区'],,3室2厅1厨1卫,,中楼层(共30层),,86.51㎡,,平层,,暂无数据,,板塔结合,,东,,钢混结构,,精装,,两梯六户,,有,,,,,,,,,,,,,
北园新村一期,118,['香洲区'],,3室2厅1厨1卫,,中楼层(共7层),,80㎡,,平层,,暂无数据,,塔楼,,南北,,钢混结构,,其他,,暂无数据,,无,,,,,,,,,,,,,
时代港,95,['金湾区'],,3室2厅1厨1卫,,低楼层(共28层),,94.93㎡,,平层,,暂无数据,,塔楼,,南,,钢混结构,,精装,,暂无数据,,暂无数据,,,,,,,,,,,,,
招商花园城二期,269,['香洲区'],,3室2厅1厨2卫,,低楼层(共17层),,89㎡,,平层,,暂无数据,,塔楼,,南,,钢混结构,,其他,,两梯四户,,有,,,,,,,,,,,,,
中海左岸岚庭,135,['金湾区'],,2室1厅1厨1卫,,低楼层(共13层),,73.24㎡,,平层,,暂无数据,,塔楼,,南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
光明街,87,['香洲区'],,3室2厅1厨1卫,,高楼层(共6层),,83.64㎡,,平层,,暂无数据,,暂无数据,,南,,混合结构,,其他,,暂无数据,,暂无数据,,,,,,,,,,,,,
锦绣四季花园,140,['香洲区'],,3室2厅1厨1卫,,中楼层(共17层),,78㎡,,平层,,暂无数据,,塔楼,,南,,钢混结构,,简装,,两梯四户,,有,,,,,,,,,,,,,
新竹花园,83,['香洲区'],,2室1厅1厨1卫,,中楼层(共7层),,49.2㎡,,平层,,暂无数据,,板楼,,南,,混合结构,,精装,,暂无数据,,无,,,,,,,,,,,,,
东城花园一期,101,['香洲区'],,2室1厅1厨1卫,,中楼层(共7层),,53.8㎡,,平层,,暂无数据,,塔楼,,南,,钢混结构,,简装,,暂无数据,,无,,,,,,,,,,,,,
岭南世家华景园,150,['香洲区'],,2室2厅1厨1卫,,高楼层(共11层),,73.15㎡,,平层,,暂无数据,,塔楼,,北,,钢混结构,,简装,,一梯四户,,有,,,,,,,,,,,,,
华策岭峰国际,52,['斗门区'],,2室1厅1厨1卫,,低楼层(共11层),,78.8㎡,,平层,,暂无数据,,板楼,,南,,钢混结构,,其他,,两梯三户,,有,,,,,,,,,,,,,
万科城市花园,118,['金湾区'],,3室2厅1厨1卫,,中楼层(共33层),,88.62㎡,,平层,,68.06㎡,,塔楼,,南,,钢混结构,,简装,,两梯四户,,有,,,,,,,,,,,,,
京华假日湾C区,95,['金湾区'],,3室1厅1厨2卫,,低楼层(共15层),,108.93㎡,,平层,,暂无数据,,塔楼,,南,,钢混结构,,其他,,两梯两户,,有,,,,,,,,,,,,,
幸福里,175,['香洲区'],,3室2厅1厨1卫,,中楼层(共26层),,78.96㎡,,平层,,61.63㎡,,板楼,,东南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
富绅花园,130,['香洲区'],,2室1厅1厨1卫,,高楼层(共19层),,66㎡,,平层,,暂无数据,,塔楼,,东南,,钢混结构,,简装,,两梯八户,,有,,,,,,,,,,,,,
海祥园,170,['香洲区'],,3室2厅1厨1卫,,低楼层(共17层),,86.94㎡,,平层,,暂无数据,,板塔结合,,北,,钢混结构,,精装,,两梯六户,,有,,,,,,,,,,,,,
金沙美地,268,['香洲区'],,4室1厅1厨3卫,,高楼层(共18层),,77.26㎡,,复式,,58.86㎡,,板塔结合,,东南,,钢混结构,,精装,,三梯十七户,,有,,,,,,,,,,,,,
海华新村,39,['金湾区'],,2室1厅1厨1卫,,中楼层(共8层),,41.06㎡,,平层,,暂无数据,,塔楼,,南,,钢混结构,,精装,,暂无数据,,无,,,,,,,,,,,,,
新世界康桥,106,['金湾区'],,3室2厅1厨2卫,,高楼层(共18层),,92.8㎡,,平层,,74.29㎡,,板塔结合,,西北,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
保利时代,165,['金湾区'],,3室2厅1厨2卫,,中楼层(共15层),,95.49㎡,,平层,,暂无数据,,板塔结合,,东南,,框架结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
金地花园,180,['香洲区'],,2室2厅1厨1卫,,高楼层(共17层),,80.78㎡,,平层,,64.76㎡,,板塔结合,,东南南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
时代廊桥,125,['香洲区'],,3室2厅1厨2卫,,中楼层(共16层),,57.96㎡,,平层,,43.33㎡,,塔楼,,东南,,钢混结构,,精装,,两梯五户,,有,,,,,,,,,,,,,
天宸,660,['香洲区'],,4室3厅1厨3卫,,低楼层(共37层),,252.36㎡,,平层,,192.36㎡,,板楼,,东南,,钢混结构,,精装,,两梯两户,,有,,,,,,,,,,,,,
华发峰尚,96,['斗门区'],,3室2厅1厨2卫,,中楼层(共34层),,94.4㎡,,平层,,暂无数据,,板楼,,南,,钢混结构,,其他,,暂无数据,,暂无数据,,,,,,,,,,,,,
中海滨河湾,378,['香洲区'],,3室2厅1厨2卫,,高楼层(共37层),,143㎡,,平层,,103.64㎡,,塔楼,,东西,,钢混结构,,精装,,两梯三户,,有,,,,,,,,,,,,,
时代山湖海6期,110,['金湾区'],,2室1厅1厨1卫,,中楼层(共18层),,79.51㎡,,平层,,暂无数据,,板塔结合,,西南,,钢混结构,,其他,,两梯四户,,有,,,,,,,,,,,,,
华发又一城二期,133,['斗门区'],,4室2厅1厨2卫,,低楼层(共34层),,132.16㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,毛坯,,两梯四户,,有,,,,,,,,,,,,,
雅居乐国际花园三期,162,['高新区'],,3室2厅1厨2卫,,低楼层(共24层),,97.68㎡,,平层,,暂无数据,,暂无数据,,南,,未知结构,,毛坯,,暂无数据,,暂无数据,,,,,,,,,,,,,
都市经典,160,['香洲区'],,2室2厅1厨1卫,,中楼层(共7层),,92.43㎡,,平层,,暂无数据,,板楼,,北,,钢混结构,,其他,,暂无数据,,暂无数据,,,,,,,,,,,,,
家和城二期,165,['斗门区'],,3室2厅1厨2卫,,低楼层(共32层),,116.04㎡,,平层,,暂无数据,,板塔结合,,南北,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
保利时代,200,['金湾区'],,4室2厅1厨2卫,,高楼层(共33层),,124.2㎡,,平层,,暂无数据,,板塔结合,,南,,框架结构,,其他,,两梯四户,,有,,,,,,,,,,,,,
华发又一城一期,83,['斗门区'],,3室2厅1厨1卫,,低楼层(共32层),,84.43㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
时代香海彼岸,95,['斗门区'],,3室2厅1厨1卫,,中楼层(共34层),,88.26㎡,,平层,,67.95㎡,,板塔结合,,东南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
